org_name,connecthub_org_id,connecthub_display_label,match_score,npi_count,input_label,input_states,connecthub_label,connecthub_states,match_status
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""ID"",""TN""]",match
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""PA"",""TX"",""NV"",""ID"",""TN""]",match
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""TX"",""TN""]",match
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""FL"",""TN""]",match
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""NM"",""TN""]",match
OPTUM CARE SERVICES COMPANY,6452af3461a0f218ad32ff97,Optum,90.0,42,optum care services company,"[""GA"",""TN""]",optum,"[""PA"",""TX"",""SC"",""ID"",""TN""]",match
"MOREHOUSE HEALTHCARE, INC.",67a3c08ea3faa7baa0e452f5,Morehouse Healthcare,100.0,40,morehouse healthcare,"[""GA""]",morehouse healthcare,nan,match
NORTHSIDE PRIMARY CARE PROFESSIONAL SERVICES LLC,6655ea28e5727851947844b6,Northside Primary Care,90.0,33,northside primary care professional services,"[""GA""]",northside primary care,nan,match
THE LITTLE CLINIC OF GEORGIA LLC,6655ea51648dc68f6cbe834d,The Little Clinic,90.0,32,the little clinic of georgia,"[""GA"",""TN""]",the little clinic,nan,match
THE LITTLE CLINIC OF GEORGIA LLC,6655ea51648dc68f6cbe834d,The Little Clinic,90.0,32,the little clinic of georgia,"[""GA"",""TN""]",the little clinic,"[""GA"",""CO"",""AZ"",""VA""]",match
THE LITTLE CLINIC OF GEORGIA LLC,6655ea51648dc68f6cbe834d,The Little Clinic,90.0,32,the little clinic of georgia,"[""GA"",""TN""]",the little clinic,"[""GA""]",match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,100.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care,nan,match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,100.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care,nan,match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care cuthbert,"[""GA""]",match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care forsyth,"[""GA""]",match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care dawson,nan,match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care griffin,nan,match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care dawson,"[""GA""]",match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care cuthbert,nan,match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care griffin,"[""GA""]",match
CARECONNECT CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,28,careconnect convenient care,"[""GA""]",careconnect convenient care forsyth,nan,match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,"[""VA"",""GA""]",match
PRIVIA MEDICAL GROUP OF GEORGIA LLC,66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,"[""VA"",""GA""]",match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,nan,match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,nan,match
PRIVIA MEDICAL GROUP OF GEORGIA LLC,66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,nan,match
PRIVIA MEDICAL GROUP OF GEORGIA LLC,66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,nan,match
PRIVIA MEDICAL GROUP OF GEORGIA LLC,66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,"[""VA"",""GA""]",match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,28,privia medical group of georgia,"[""ME"",""VA"",""GA""]",privia medical group,"[""VA"",""GA""]",match
"WELLSTAR MEDICAL GROUP, LLC",66e8204221afba04642bdd6f,WellStar,90.0,19,wellstar medical group,"[""GA""]",wellstar,nan,match
"WELLSTAR MEDICAL GROUP, LLC",66e8204221afba04642bdd6f,WellStar,90.0,19,wellstar medical group,"[""GA""]",wellstar,"[""GA""]",match
"WELLSTAR MEDICAL GROUP,LLC",66e8204221afba04642bdd6f,WellStar,90.0,18,wellstar medical groupllc,"[""GA""]",wellstar,nan,match
SC HOUSE CALLS INC.,6452afa361a0f218ad33080b,Sc House Calls/Main Street Physicians,90.0,18,sc house calls,"[""GA""]",sc house callsmain street physicians,nan,match
"WELLSTAR MEDICAL GROUP,LLC",66e8204221afba04642bdd6f,WellStar,90.0,18,wellstar medical groupllc,"[""GA""]",wellstar,"[""GA""]",match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital delaware,"[""DE"",""FL""]",match
GREENE COUNTY BOARD OF HEALTH,67804570119856f26831c20d,Greene County Health,95.0,17,greene county board of health,"[""GA""]",greene county health,nan,match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital delaware,"[""FL""]",match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital delaware,"[""FL"",""DE""]",match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital florida,"[""DE"",""FL""]",match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital florida,"[""FL"",""DE""]",match
NEMOURS CHILDRENS HOSPITAL,62c72d460e054aa7d135413a,Nemours,95.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours childrens hospital florida,"[""FL""]",match
NEMOURS CHILDRENS HOSPITAL,67aa61a999dcc50ff9446189,Nemours,90.0,17,nemours childrens hospital,"[""GA"",""FL""]",nemours,nan,match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,100.0,16,emory university hospital,"[""GA""]",emory university hospital,nan,match
EMORY UNIVERSITY HOSPITAL,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,16,emory university hospital,"[""GA""]",emory university hospital midtown,nan,match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,95.0,16,emory university hospital,"[""GA""]",emory university hospital midtown,nan,match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,95.0,16,emory university hospital,"[""GA""]",emory university hospital midtown,"[""GA""]",match
EMORY UNIVERSITY HOSPITAL,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,16,emory university hospital,"[""GA""]",emory university hospital midtown,"[""GA""]",match
GREEN CLINIC,671128471c34d67c41cebeb9,"Green Clinic Management Group (Ruston,LA)",90.0,16,green clinic,"[""LA""]",green clinic management group,nan,match
SOUTHWEST MISSISSIPPI REGIONA,678158be62cac9335ad417d5,Southwest Mississippi Regional Medical Center,90.0,16,southwest mississippi regiona,"[""MS""]",southwest mississippi regional medical center,nan,match
SWLA CENTER FOR HEALTH SERVIC,676ade5362cac9335ad41799,SWLA Center for Health Services,96.666664,15,swla center for health servic,"[""LA""]",swla center for health services,nan,match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center health system,nan,match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,15,privia medical group of georgia,"[""ME"",""GA""]",privia medical group,nan,match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center berrien campus,nan,match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,15,privia medical group of georgia,"[""ME"",""GA""]",privia medical group,nan,match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center health system,"[""GA""]",match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,15,privia medical group of georgia,"[""ME"",""GA""]",privia medical group,"[""VA"",""GA""]",match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center lanier campus,nan,match
"PRIVIA MEDICAL GROUP OF GEORGIA, LLC",66bfa0f6339f56cfe401d98e,Privia Medical Group (Georgia),90.0,15,privia medical group of georgia,"[""ME"",""GA""]",privia medical group,"[""VA"",""GA""]",match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center berrien campus,"[""GA""]",match
SOUTH GEORGIA MEDICAL CENTER,62c72d490e054aa7d1354240,South Georgia Medical Center,90.0,15,south georgia medical center,"[""GA""]",south georgia medical center lanier campus,"[""GA""]",match
TEXAS CHILDRENS PHYSICIAN GRO,62c72d460e054aa7d135416e,Texas Children's,90.0,15,texas childrens physician gro,"[""TX""]",texas childrens,nan,match
TEXAS CHILDRENS PHYSICIAN GRO,62c72d460e054aa7d135416e,Texas Children's Hospital,90.0,15,texas childrens physician gro,"[""TX""]",texas childrens,"[""TX""]",match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,100.0,14,emory university hospital,"[""GA""]",emory university hospital,nan,match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,95.0,14,emory university hospital,"[""GA""]",emory university hospital midtown,"[""GA""]",match
ATLANTA PLUS URGENT CARE LLC,6655e9cfe572785194783c63,Atlanta Plus Urgent Care CONYERS GA,95.0,14,atlanta plus urgent care,"[""GA""]",atlanta plus urgent care conyers ga,nan,match
EMORY UNIVERSITY HOSPITAL,66e8203421afba04642bdc9a,Emory Healthcare,95.0,14,emory university hospital,"[""GA""]",emory university hospital midtown,nan,match
EMORY UNIVERSITY HOSPITAL,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,14,emory university hospital,"[""GA""]",emory university hospital midtown,nan,match
EMORY UNIVERSITY HOSPITAL,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,14,emory university hospital,"[""GA""]",emory university hospital midtown,"[""GA""]",match
BAYLOR COLLEGE OF MEDICINE,6793e05d37747f17b5417916,Baylor College of Medicine,100.0,13,baylor college of medicine,"[""TX""]",baylor college of medicine,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,100.0,13,emory university hospital midtown,"[""GA""]",emory university hospital midtown,nan,match
BAYLOR COLLEGE OF MEDICINE,6793e05d37747f17b5417917,Baylor College of Medicine (Deactivated),100.0,13,baylor college of medicine,"[""TX""]",baylor college of medicine,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,95.0,13,emory university hospital midtown,"[""GA""]",emory university hospital,"[""GA""]",match
EMORY UNIVERSITY HOSPITAL MIDTOWN,66e8203421afba04642bdc9a,Emory Healthcare,95.0,13,emory university hospital midtown,"[""GA""]",emory university hospital,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,13,emory university hospital midtown,"[""GA""]",emory university hospital,nan,match
EMORY UNIVERSITY HOSPITAL MIDTOWN,65b7c4a662309ebe93864e30,Emory Healthcare Inc,95.0,13,emory university hospital midtown,"[""GA""]",emory university hospital,"[""GA""]",match
MOREHOUSE HEALTHCARE,67a3c08ea3faa7baa0e452f5,Morehouse Healthcare,100.0,12,morehouse healthcare,"[""GA""]",morehouse healthcare,nan,match
CHILDRENS HOSPITAL,66e8203821afba04642bdccc,LCMC Health,90.0,12,childrens hospital,"[""LA""]",childrens hospital new orleans main campus,nan,match
CHILDRENS HOSPITAL,66e8203821afba04642bdccc,LCMC Health,90.0,12,childrens hospital,"[""LA""]",childrens hospital new orleans main campus,"[""LA""]",match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,100.0,11,careconnect urgent care,"[""GA""]",careconnect urgent care,nan,match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect americus urgent care,"[""GA""]",match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect americus urgent care,nan,match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect urgent care tifton,nan,match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect urgent care moultire,nan,match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect urgent care tifton,"[""GA""]",match
CARECONNECT URGENT CARE,63ce560b1415503742364a24,CareConnect Health,95.0,11,careconnect urgent care,"[""GA""]",careconnect urgent care moultire,"[""GA""]",match
"PEDIATRIX MEDICAL GROUP OF FLORIDA, INC.",64bec8153f3769e9fda2a412,Pediatrix Medical Group of FL INC (Florida),92.06349,11,pediatrix medical group of florida,"[""GA"",""FL""]",pediatrix medical group of fl,nan,match
PCP URGENT CARE HOLDINGS LLC,6655ea2ae572785194784577,PCP Urgent Care Holdings BATON ROUGE LA,90.0,11,pcp urgent care holdings,"[""LA""]",pcp urgent care holdings baton rouge la,nan,match
GRADY MEMORIAL HOSPITAL CORPORATION,6793e05e37747f17b541791c,Grady Health System,100.0,10,grady memorial hospital,"[""GA""]",grady memorial hospital,nan,match
PEDIATRIX MEDICAL GROUP OF FLORIDA INC,64bec8153f3769e9fda2a412,Pediatrix Medical Group of FL INC (Florida),92.06349,10,pediatrix medical group of florida,"[""GA"",""FL""]",pediatrix medical group of fl,nan,match
ACCESS HEALTH LOUISIANA,6452ad6161a0f218ad32d649,Access Health Louisiana (Louisiana),90.0,10,access health louisiana,"[""LA""]",access health louisiana lutcher high school health center,nan,match
CLHG-AVOYELLES LLC,6452add561a0f218ad32e187,Clhg-Avoyelles Dba Avoyelles Hospital Rural Health Clinic,90.0,10,clhgavoyelles,"[""LA""]",clhgavoyelles dba avoyelles hospital rural health clinic,nan,match
ACCESS HEALTH LOUISIANA,6452ad6161a0f218ad32d649,Access Health Louisiana (Louisiana),90.0,10,access health louisiana,"[""LA""]",access health louisiana lutcher high school health center,"[""LA""]",match
SOUTHEAST COMMUNITY HEALTH SY,6655ea4f648dc68f6cbe8247,Southeast Community Health Systems ZACHARY LA,90.0,10,southeast community health sy,"[""LA""]",southeast community health systems zachary la,nan,match
PEDIATRIC CONVENIENT CARE,63ce560b1415503742364a24,CareConnect Health,100.0,9,pediatric convenient care,"[""GA""]",pediatric convenient care,nan,match
COFFEE REGIONAL MEDICAL CENTER,67a0ec120b2bbe759513a00a,Coffee Regional Medical Center,100.0,9,coffee regional medical center,"[""GA""]",coffee regional medical center,nan,match
MOREHOUSE HEALTHCARE,67a3c08ea3faa7baa0e452f5,Morehouse Healthcare,100.0,9,morehouse healthcare,"[""GA""]",morehouse healthcare,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Southeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center barrow,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center barrow,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center braselton,"[""GA""]",match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center gainesville,"[""GA""]",match
NORTHEAST GEORGIA MEDICAL CENTER,63651fe381dd9a2cb3110c3a,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,"[""GA""]",match
PUEBLO COMMUNITY HEALTH CENTER,64bec8173f3769e9fda2a4b8,Pueblo Community Health Center Inc (Colorado),95.0,9,pueblo community health center,"[""CO""]",pueblo community health center avondale,nan,match
NORTHEAST GEORGIA MEDICAL CENTER,6793e06037747f17b5417929,Northeast Georgia Health System,95.0,9,northeast georgia medical center,"[""GA""]",northeast georgia medical center lumpkin,"[""GA""]",match
PUEBLO COMMUNITY HEALTH CENTER,64bec8173f3769e9fda2a4b8,Pueblo Community Health Center Inc (Colorado),95.0,9,pueblo community health center,"[""CO""]",pueblo community health center avondale,nan,match
PUEBLO COMMUNITY HEALTH CENTER,64bec8173f3769e9fda2a4b8,Pueblo Community Health Center Inc (Colorado),95.0,9,pueblo community health center,"[""CO""]",pueblo community health center avondale,"[""CO""]",match
PUEBLO COMMUNITY HEALTH CENTER,64bec8173f3769e9fda2a4b8,Pueblo Community Health Center Inc (Colorado),95.0,9,pueblo community health center,"[""CO""]",pueblo community health center avondale,"[""CO""]",match
"ASPIRE HEALTH MEDICAL PARTNERS, PC",6452ad8b61a0f218ad32da74,Aspire Health,90.0,9,aspire health medical partners,"[""GA""]",aspire health,nan,match
BATON ROUGE CLINIC-A MEDICAL,67a0ebbe0b2bbe759513a002,Baton Rouge,90.0,9,baton rouge clinica medical,"[""LA""]",baton rouge,nan,match
EMORY CLINIC INC,63651fe281dd9a2cb3110bf3,Emory Clinic at Coke,90.0,9,emory clinic,"[""GA""]",emory clinic at coke,nan,match
GREEN CLINIC LLC,671128471c34d67c41cebeb9,"Green Clinic Management Group (Ruston,LA)",90.0,9,green clinic,"[""LA""]",green clinic management group,nan,match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,9,orthoatlanta,"[""GA""]",orthoatlanta surgery center fayetteville,nan,match
"ORTHOATLANTA, LLC",6452af5661a0f218ad330234,Piedmont Orthopedics | Orthoatlanta,90.0,9,orthoatlanta,"[""GA""]",orthoatlanta surgery center fayetteville,"[""GA""]",match
